id,price
0,9.679329
1,7.176115
2,8.467254
3,8.314471
4,7.479183
5,6.241706
6,8.905076
7,7.744772
8,8.437905
9,7.4813137
10,8.249896
11,6.1267447
12,7.6061664
13,8.726527
14,8.637051
15,8.030131
16,9.202887
17,8.250511
18,7.574517
19,6.068207
20,6.85968
21,9.435243
22,6.01971
23,8.245502
24,6.6820273
25,8.853978
26,8.513114
27,6.7999053
28,9.109461
29,8.570256
30,7.0938115
31,6.9836464
32,7.44476
33,8.130029
34,6.4654217
35,7.7024145
36,6.527497
37,7.0132694
38,6.972678
39,7.552478
40,7.664711
41,6.810331
42,6.6645675
43,7.5987577
44,6.541789
45,7.6349344
46,9.095418
47,8.419397
48,7.63863
49,8.367224
50,7.7496905
51,7.530258
52,8.459055
53,7.6062746
54,8.93731
55,7.114283
56,9.482125
57,9.517328
58,9.857478
59,8.860386
60,6.3493495
61,7.991863
62,6.2604547
63,6.0821733
64,6.5572786
65,6.207202
66,8.639131
67,6.324353
68,8.155231
69,6.7295156
70,6.703067
71,6.7022777
72,7.636463
73,6.4178133
74,7.465479
75,6.433596
76,8.000659
77,7.6383615
78,6.9437127
79,6.5777946
80,8.314934
81,7.108808
82,6.729008
83,8.724185
84,6.8761497
85,6.5926914
86,6.86821
87,8.735551
88,8.617087
89,9.109822
90,8.775338
91,6.5235333
92,8.982156
93,8.254995
94,9.740307
95,8.417251
96,6.8328815
97,6.5309434
98,6.667411
99,7.879456
100,9.165832
101,6.7677164
102,6.6967425
103,7.848733
104,7.973273
105,9.316477
106,6.6181602
107,8.464164
108,8.38519
109,6.417096
110,9.582905
111,8.889977
112,7.594555
113,8.376742
114,8.404938
115,6.78912
116,9.645887
117,8.260363
118,8.599746
119,8.159556
120,8.073881
121,6.5919905
122,6.538401
123,7.789278
124,8.035904
125,8.644473
126,7.206967
127,8.036998
128,9.280134
129,6.482133
130,8.373124
131,6.126835
132,6.7717123
133,6.808839
134,6.3330975
135,6.208526
136,8.530592
137,6.617767
138,8.787862
139,8.767826
140,8.079833
141,8.529106
142,6.51016
143,9.23646
144,9.066214
145,6.4837537
146,9.0596695
147,9.684204
148,9.632202
149,7.8632793
150,7.2892375
151,6.418579
152,9.205679
153,6.9167633
154,9.648854
155,7.2292385
156,6.9630322
157,6.3977165
158,6.422817
159,8.406344
160,6.725321
161,7.7823124
162,8.527282
163,7.9952936
164,7.6973305
165,6.0927453
166,8.542684
167,7.119464
168,6.92522
169,6.6046762
170,9.749392
171,8.343829
172,6.1523438
173,8.09093
174,7.189042
175,6.6797633
176,7.8624268
177,7.733621
178,6.160948
179,8.720632
180,7.5510373
181,7.482344
182,7.403787
183,6.833074
184,8.28033
185,7.9099655
186,6.8417835
187,8.326729
188,9.784812
189,7.4445257
190,6.6457605
191,7.037551
192,9.396386
193,9.89554
194,7.996059
195,6.9178414
196,6.70493
197,8.145229
198,9.579025
199,7.825531
200,7.4636536
201,6.840556
202,9.574417
203,8.328439
204,6.123609
205,6.866207
206,6.486674
207,7.661389
208,8.644541
209,7.6337085
210,6.8700447
211,7.0914116
212,7.769512
213,8.498441
214,8.082009
215,8.374087
216,7.9036
217,8.011056
218,6.0943704
219,8.220191
220,6.5525575
221,6.4146924
222,6.1086173
223,8.797574
224,6.734652
225,8.537482
226,6.0530434
227,8.433123
228,8.37202
229,7.1796985
230,8.530384
231,8.467223
232,6.667063
233,6.7009397
234,7.5029426
235,8.962538
236,7.792409
237,8.366293
238,7.1871657
239,6.523882
240,6.6456676
241,6.940971
242,7.534835
243,9.724762
244,7.4535823
245,9.59243
246,7.7118516
247,7.936414
248,6.86757
249,7.248024
250,6.302789
251,8.915113
252,8.235058
253,6.765146
254,9.348777
255,6.794248
256,7.9146023
257,8.374793
258,9.654584
259,8.8469095
260,6.5182533
261,6.4191823
262,8.510228
263,9.542649
264,9.194538
265,9.43592
266,7.611112
267,9.521766
268,6.8372874
269,7.249157
270,8.898085
271,6.7727585
272,7.0737553
273,6.9301906
274,6.892482
275,8.545651
276,7.7590075
277,7.5535035
278,9.394433
279,8.584324
280,7.781466
281,8.005202
282,8.196343
283,6.6137447
284,6.645547
285,8.740617
286,9.581938
287,7.557018
288,9.119672
289,7.300768
290,7.5587893
291,7.777081
292,8.246488
293,6.2617064
294,8.605397
295,8.306059
296,7.7252946
297,6.408482
298,7.4653087
299,6.7359905
300,6.0558624
301,8.735654
302,7.000052
303,8.368436
304,8.467587
305,8.140948
306,6.399527
307,9.360175
308,7.6957846
309,8.566494
310,7.792663
311,8.0159645
312,8.815122
313,7.0123625
314,6.689643
315,7.4246154
316,9.671379
317,7.735539
318,7.8644114
319,9.0688715
320,6.1510067
321,7.00314
322,7.0609965
323,9.219491
324,8.738389
325,6.639967
326,8.3898535
327,9.115873
328,6.913668
329,8.76144
330,8.044644
331,8.071788
332,8.515823
333,8.090278
334,8.34515
335,9.265983
336,8.4705305
337,8.408741
338,9.198213
339,8.858994
340,9.235004
341,6.8635635
342,8.458984
343,6.3295984
344,6.7546964
345,8.952428
346,8.57593
347,8.755424
348,7.9322853
349,8.301417
350,7.6117387
351,9.684635
352,7.0291963
353,7.264752
354,8.217406
355,9.349031
356,6.874687
357,8.173039
358,8.255134
359,8.902354
360,6.439224
361,7.5727654
362,9.553786
363,9.096436
364,8.090844
365,7.511115
366,9.194552
367,7.0891404
368,6.256449
369,7.763568
370,6.4422703
371,8.168675
372,6.5596976
373,6.329585
374,8.512492
375,7.710439
376,7.1191487
377,9.128834
378,6.804338
379,6.8122144
380,6.9676957
381,8.926555
382,7.4408045
383,8.810882
384,8.05496
385,6.507859
386,8.691882
387,7.774043
388,6.440489
389,8.345859
390,9.1795225
391,8.099132
392,8.935153
393,8.131526
394,7.531918
395,6.761332
396,9.124372
397,8.834374
398,7.3901806
399,7.2211566
400,9.337318
401,6.9563828
402,8.829209
403,8.52025
404,6.2343655
405,6.571273
406,6.6381083
407,8.501709
408,6.6781683
409,7.8744545
410,7.127585
411,6.739457
412,6.371405
413,8.395771
414,7.0433555
415,6.78563
416,8.638149
417,6.637465
418,7.9872346
419,8.461922
420,7.4205832
421,6.868091
422,7.994741
423,6.478669
424,6.964467
425,6.7940764
426,9.212867
427,9.334806
428,9.509087
429,6.4230433
430,8.739454
431,6.850979
432,8.1738615
433,6.3216906
434,8.907337
435,6.343637
436,7.952503
437,8.436173
438,6.237471
439,8.859405
440,7.8522625
441,6.8566184
442,6.731224
443,8.250746
444,6.184212
445,8.731141
446,7.005353
447,6.889508
448,7.665881
449,9.407456
450,9.414458
451,8.629928
452,6.8450813
453,6.896756
454,8.932929
455,8.452962
456,6.2336807
457,7.8097696
458,8.432213
459,9.436987
460,6.8302226
461,6.450089
462,8.844653
463,6.591141
464,8.893371
465,8.71359
466,7.835056
467,6.5854683
468,6.3865027
469,7.454114
470,7.672862
471,7.021586
472,8.561073
473,6.5031734
474,7.5995927
475,6.545844
476,8.869755
477,6.9856076
478,7.6133375
479,7.697124
480,6.424681
481,7.5271645
482,7.668285
483,6.9062448
484,7.963235
485,6.5963044
486,8.920873
487,8.114223
488,7.930688
489,8.22219
490,7.7684116
491,6.4295373
492,9.047214
493,6.201878
494,9.114864
495,8.228399
496,8.208553
497,8.709118
498,8.462303
499,9.230304
500,6.6068883
501,8.308124
502,6.692173
503,8.397605
504,6.4798093
505,8.523643
506,6.9652224
507,7.5727654
508,8.568998
509,6.6692305
510,6.828468
511,7.4951696
512,8.279792
513,6.7402105
514,8.14148
515,9.224223
516,6.466886
517,7.4593368
518,8.56207
519,6.2537336
520,7.331889
521,6.4835305
522,9.041003
523,8.422937
524,6.6773925
525,6.637734
526,6.696093
527,8.596895
528,7.9178944
529,8.994949
530,6.735287
531,8.303307
532,7.578913
533,9.101033
534,7.7520094
535,7.97207
536,9.135171
537,6.731562
538,6.902262
539,8.115115
540,7.4748225
541,7.43129
542,9.465033
543,7.7765546
544,7.1599936
545,7.100773
546,8.807831
547,6.928075
548,8.5963745
549,7.6387115
550,7.0277214
551,6.810057
552,9.371669
553,8.952724
554,9.135792
555,7.815861
556,8.297311
557,6.291483
558,7.0599127
559,6.8223805
560,8.720172
561,7.333823
562,6.6887946
563,8.929683
564,7.82723
565,6.960819
566,7.171564
567,8.11014
568,7.81082
569,6.753618
570,8.380546
571,6.7371645
572,6.6444025
573,8.24014
574,7.71695
575,9.33804
576,7.612296
577,7.8489056
578,7.5743933
579,8.386639
580,6.4138813
581,6.277009
582,7.5011964
583,6.539738
584,6.2165723
585,6.260686
586,6.347607
587,9.701935
588,6.6070166
589,7.5565543
590,6.3414397
591,6.8659024
592,6.564812
593,7.5621195
594,7.811786
595,6.408621
596,8.750999
597,7.4061446
598,6.3680425
599,8.64082
600,7.524712
601,6.2222967
602,6.672542
603,9.191918
604,8.158386
605,6.6738844
606,8.267529
607,6.5559363
608,6.8335695
609,7.4538655
610,6.806676
611,7.741582
612,7.686621
613,6.921266
614,6.5963235
615,8.289889
616,6.446185
617,8.135651
618,6.641459
619,6.8070025
620,6.7894874
621,8.874209
622,9.736348
623,7.124205
624,7.4722595
625,7.023884
626,6.3780246
627,9.250548
628,7.195334
629,9.552241
630,7.129639
631,7.5090346
632,8.110451
633,8.688793
634,6.580384
635,7.2821608
636,8.072788
637,8.6567955
638,6.989286
639,8.452642
640,7.5815334
641,8.619352
642,9.699731
643,8.314905
644,8.514363
645,7.20309
646,8.427675
647,7.0698085
648,8.48073
649,7.760809
650,6.400634
651,6.1230655
652,9.192857
653,6.347324
654,7.972231
655,6.7553844
656,8.573412
657,9.302107
658,7.6477904
659,6.3912735
660,6.7749853
661,8.485917
662,6.661988
663,7.6078873
664,8.509251
665,8.64069
666,6.3934116
667,6.5586724
668,6.7917933
669,9.696199
670,6.373481
671,8.331698
672,6.724635
673,7.5260906
674,8.807045
675,6.351352
676,7.0084352
677,8.592961
678,6.448727
679,8.437571
680,8.344044
681,7.557666
682,8.219585
683,8.648695
684,7.149246
685,8.432693
686,8.222398
687,6.833679
688,8.421139
689,9.292357
690,6.1488237
691,8.210072
692,8.2404
693,6.8472953
694,9.199525
695,6.5552506
696,6.704881
697,7.5672684
698,8.8521385
699,7.9978323
700,6.27137
701,8.51325
702,6.625353
703,8.450799
704,8.789557
705,6.9611044
706,6.9207187
707,8.163429
708,7.946277
709,6.2692375
710,6.4519725
711,7.1888447
712,6.991279
713,8.153221
714,8.425324
715,8.628331
716,7.608624
717,7.2332478
718,7.7035975
719,7.0498333
720,6.7278595
